185.394,20,28.435863
185.4205,20,28.435863
185.447,20,28.282781
185.4735,20,28.1297
185.5,20,28.48689
185.5265,20,28.078672
185.553,20,28.231754
185.5795,20,28.537917
185.606,20,28.333808
185.6325,20,27.925591
185.659,20,27.670455
185.6855,20,27.670455
185.712,20,27.21121
185.7385,20,27.364291
185.765,20,27.007101
185.7915,20,26.802992
185.818,20,26.241692
185.8445,20,26.598883
185.871,20,25.986556
185.8975,20,25.833475
185.924,20,25.935529
185.9505,20,25.527311
185.977,20,25.323203
186.0035,20,25.119094
186.03,20,24.863958
186.0565,20,24.81293
186.083,20,24.608821
186.1095,20,24.149576
186.136,20,24.251631
186.1625,20,23.792386
186.189,20,24.098549
186.2155,20,23.996495
186.242,20,23.792386
186.2685,20,23.89444
186.295,20,23.53725
186.3215,20,23.639304
186.348,20,23.333141
186.3745,20,23.53725
186.401,20,23.231086
186.4275,20,22.97595
186.454,20,23.078005
186.4805,20,22.97595
186.507,20,23.231086
186.5335,20,23.078005
186.56,20,22.97595
186.5865,20,22.873896
186.613,20,22.97595
186.6395,20,22.567733
186.666,20,22.159515
186.6925,20,22.006433
186.719,20,21.598215
186.7455,20,21.955406
186.772,20,21.394107
186.7985,20,21.445134
186.825,20,21.343079
186.8515,20,21.087943
186.878,20,21.343079
186.9045,20,20.934862
186.931,20,21.241025
186.9575,20,20.628698
186.984,20,21.036916
187.0105,20,20.934862
187.037,20,20.628698
187.0635,20,20.883834
187.09,20,20.271508
187.1165,20,20.526644
187.143,20,20.271508
187.1695,20,20.475617
187.196,20,20.067399
187.2225,20,20.424589
187.249,20,20.373562
187.2755,20,20.271508
187.302,20,20.322535
187.3285,20,20.118426
187.355,20,20.373562
187.3815,20,19.86329
187.408,20,20.016372
187.4345,20,20.118426
187.461,20,19.506099
187.4875,20,19.914317
187.514,20,19.557127
187.5405,20,19.659181
187.567,20,19.353018
187.5935,20,19.557127
187.62,20,19.557127
187.6465,20,19.353018
187.673,20,19.659181
187.6995,20,18.995827
187.726,20,19.250963
187.7525,20,19.148909
187.779,20,19.301991
187.8055,20,19.199936
187.832,20,19.046854
187.8585,20,19.250963
187.885,20,18.689664
187.9115,20,19.148909
187.938,20,18.689664
187.9645,20,18.587609
187.991,20,18.9448
188.0175,20,18.383501
188.044,20,18.740691
188.0705,20,18.485555
188.097,20,18.791718
