0.000000,16.000000,15.577003,19.752718
0.014991,16.000000,15.832140,19.760678
0.032978,16.000000,15.883167,19.770475
0.048967,16.000000,15.883167,19.775578
0.066957,16.000000,15.781112,19.775782
0.082393,16.000000,15.832140,19.774761
0.101506,16.000000,15.985221,19.777210
0.117389,16.000000,15.730085,19.772108
0.134377,16.000000,15.781112,19.769455
0.151368,16.000000,16.087276,19.768026
0.168356,16.000000,15.985221,19.768638
0.184347,16.000000,16.036248,19.760066
0.201337,16.000000,16.189330,19.756800
0.217327,16.000000,15.985221,19.752718
0.235314,16.000000,15.985221,19.745371
0.251307,16.000000,16.189330,19.744146
0.268297,16.000000,16.240357,19.742105
0.284284,16.000000,15.985221,19.745167
0.301273,16.000000,16.240357,19.748228
0.317264,16.000000,16.087276,19.749657
0.335253,16.000000,15.934194,19.754351
0.351244,16.000000,15.985221,19.750882
0.369233,16.000000,15.985221,19.762719
0.384224,16.000000,15.934194,19.765781
0.402211,16.000000,15.832140,19.767618
0.418201,16.000000,15.832140,19.773128
0.435191,16.000000,15.934194,19.778435
0.452181,16.000000,15.781112,19.787211
0.469171,16.000000,15.934194,19.794967
0.485160,16.000000,15.679058,19.793538
0.502151,16.000000,15.883167,19.788844
0.518142,16.000000,15.730085,19.783741
0.535129,16.000000,16.036248,19.783537
0.551120,16.000000,15.781112,19.783741
0.569108,16.000000,15.985221,19.781700
0.585098,16.000000,16.138303,19.774557
0.602088,16.000000,15.985221,19.762107
0.618500,16.000000,16.291385,19.750677
0.636487,16.000000,16.342412,19.742718
0.652478,16.000000,16.291385,19.731696
0.669467,16.000000,16.546521,19.719654
0.685458,16.000000,16.444466,19.706796
0.702446,16.000000,16.291385,19.688223
0.718436,16.000000,16.444466,19.673936
0.735426,16.000000,16.393439,19.664752
0.752418,16.000000,16.393439,19.654139
0.769406,16.000000,16.444466,19.653322
0.786399,16.000000,16.342412,19.646791
0.802385,16.000000,16.291385,19.638015
0.819381,16.000000,16.036248,19.637199
0.835364,16.000000,15.934194,19.642505
0.853354,16.000000,16.189330,19.645567
0.869344,16.000000,15.985221,19.651077
0.886333,16.000000,16.036248,19.657813
0.902323,16.000000,16.087276,19.661895
0.919313,16.000000,15.883167,19.662303
0.935302,16.000000,15.781112,19.668426
0.952291,16.000000,15.934194,19.671691
0.968282,16.000000,15.832140,19.675773
0.985273,16.000000,15.628031,19.680672
1.001263,16.000000,15.781112,19.693734
1.021250,16.000000,15.577003,19.702510
1.038239,16.000000,15.883167,19.707817
1.054229,16.000000,15.525976,19.714144
1.075217,16.000000,15.679058,19.721287
1.092206,16.000000,15.679058,19.719654
1.108198,16.000000,15.577003,19.727206
1.125525,16.000000,15.832140,19.733329
1.141598,16.000000,15.577003,19.735370
1.158589,16.000000,15.781112,19.740268
1.174579,16.000000,15.730085,19.739248
1.191569,16.000000,15.883167,19.736186
1.207558,16.000000,15.628031,19.729859
1.224547,16.000000,15.832140,19.735778
1.241536,16.000000,15.730085,19.743534
1.257526,16.000000,15.832140,19.742309
1.275515,16.000000,15.985221,19.739452
1.291505,16.000000,16.036248,19.740677
1.308496,16.000000,15.832140,19.744555
1.324485,16.000000,16.036248,19.794763
1.341483,16.000000,15.985221,19.910283
1.359463,16.000000,16.087276,19.957021
1.376453,16.000000,16.138303,19.959879
1.392444,16.000000,16.291385,19.956409
1.410432,16.000000,16.138303,19.945592
1.426423,16.000000,16.240357,19.938040
1.443411,16.000000,16.240357,19.932325
1.459407,16.000000,16.342412,19.925794
1.477395,16.000000,16.291385,19.916610
1.492382,16.000000,16.393439,19.871912
1.512376,16.000000,16.444466,19.860891
1.528358,16.000000,16.189330,19.858850
1.548357,16.000000,16.393439,19.848645
1.563337,16.000000,16.393439,19.839869
1.583325,16.000000,16.036248,19.826194
1.603313,16.000000,16.342412,19.816805
1.619302,16.000000,16.189330,19.807825
1.637321,16.000000,16.240357,19.797824
1.653310,16.000000,16.291385,19.788028
1.671300,16.000000,16.240357,19.777210
1.687290,16.000000,16.393439,19.766597
1.704280,16.000000,16.393439,19.757413
1.721271,16.000000,16.444466,19.748841
1.738259,16.000000,16.342412,19.735574
1.754310,16.000000,16.342412,19.722716
1.771301,16.000000,16.036248,19.721287
1.788290,16.000000,16.240357,19.722920
1.805285,16.000000,16.138303,19.722104
1.822269,16.000000,15.985221,19.713736
1.838259,16.000000,16.189330,19.710470
1.856248,16.000000,16.291385,19.717205
1.872426,16.000000,16.036248,19.718634
1.891414,16.000000,16.291385,19.719450
1.907405,16.000000,15.985221,19.719654
1.924394,16.000000,16.189330,19.719859
1.941382,16.000000,16.036248,19.720267
1.957373,16.000000,15.883167,19.724349
1.975361,16.000000,15.832140,19.724349
1.991353,16.000000,15.934194,19.722716
2.008342,16.000000,15.934194,19.715777
2.024485,16.000000,16.036248,19.712511
2.042469,16.000000,16.036248,19.710674
2.058457,16.000000,15.781112,19.711899
2.077447,16.000000,15.730085,19.712715
2.093438,16.000000,15.832140,19.707613
2.116423,16.000000,15.985221,19.703531
2.131341,16.000000,15.985221,19.702306
2.149266,16.000000,15.832140,19.700877
2.165257,16.000000,15.883167,19.695163
2.184245,16.000000,15.781112,19.683733
2.199302,16.000000,15.832140,19.674140
2.218289,16.000000,15.781112,19.676998
2.234280,16.000000,15.730085,19.675161
2.251268,16.000000,15.730085,19.666181
2.267259,16.000000,15.577003,19.663323
2.284248,16.000000,15.679058,19.664752
2.301239,16.000000,15.832140,19.669038
2.317230,16.000000,15.730085,19.671895
2.334217,16.000000,15.730085,19.672712
2.351207,16.000000,15.781112,19.670263
2.367197,16.000000,15.781112,19.666589
2.384186,16.000000,16.036248,19.664548
2.401177,16.000000,15.985221,19.661895
2.418166,16.000000,15.883167,19.649649
2.436154,16.000000,15.832140,19.647404
2.452143,16.000000,15.934194,19.636790
2.470140,16.000000,15.832140,19.628218
2.486125,16.000000,15.934194,19.624340
2.503112,16.000000,15.781112,19.622095
2.519103,16.000000,16.036248,19.617197
2.536093,16.000000,15.883167,19.609645
2.552083,16.000000,15.883167,19.602298
2.570072,16.000000,15.832140,19.598828
2.586062,16.000000,15.832140,19.594542
2.608047,16.000000,15.934194,19.588827
2.624038,16.000000,15.832140,19.587807
2.642027,16.000000,16.036248,19.583521
2.659111,16.000000,16.036248,19.580255
2.675102,16.000000,15.883167,19.571071
2.692093,16.000000,16.087276,19.568213
2.708081,16.000000,15.934194,19.571275
2.725079,16.000000,16.036248,19.565560
2.740581,16.000000,16.036248,19.567397
2.759569,16.000000,15.985221,19.571683
2.775559,16.000000,16.036248,19.574540
2.793550,16.000000,16.087276,19.575357
2.809540,16.000000,15.883167,19.578418
2.826528,16.000000,15.883167,19.581071
2.842518,16.000000,15.832140,19.585153
2.859508,16.000000,15.883167,19.585562
2.875497,16.000000,15.883167,19.587194
2.893488,16.000000,15.628031,19.588215
2.909476,16.000000,15.781112,19.592909
2.926468,16.000000,15.934194,19.594134
2.942456,16.000000,15.781112,19.591481
2.959446,16.000000,15.934194,19.587603
2.976435,16.000000,15.985221,19.579847
2.992425,16.000000,15.985221,19.576785
3.012413,16.000000,15.985221,19.569846
3.028404,16.000000,16.036248,19.566989
3.045393,16.000000,15.985221,19.556580
3.061382,16.000000,15.985221,19.552089
3.080055,16.000000,16.036248,19.547803
3.096045,16.000000,15.985221,19.541272
3.114035,16.000000,16.291385,19.533108
3.135022,16.000000,16.291385,19.515148
3.152113,16.000000,16.240357,19.502289
3.167591,16.000000,16.138303,19.488615
3.187578,16.000000,16.240357,19.477185
3.202569,16.000000,16.495493,19.467593
3.221557,16.000000,16.291385,19.445346
